IDs,DIOs,DISs,DAOs,Precv,Pforw,Pdrop,Psent,Network,OF,Attack
11,752,2,370,1675,1598,5,1699.0,Static,MRHOF,0
15,143,4,38,435,400,6,519.0,Static,OF0,0
1,693,21,0,777,718,7,858.0,Mobile,OF0,0
17,432,18,452,915,907,5,1077.0,Static,OF0,0
3,634,32,211,1456,1417,2,1644.0,Mobile,MRHOF,0
4,74,40,24,695,644,0,825.0,Mobile,OF0,0
5,217,31,468,377,359,4,485.0,Static,MRHOF,0
6,360,44,167,879,815,1,1040.0,Static,OF0,0
7,242,18,391,700,659,6,792.0,Static,MRHOF,0
2,155,40,479,1681,1661,0,1847.0,Static,OF0,0
3,319,20,162,922,878,4,974.0,Mobile,OF0,0
10,567,44,90,1831,1828,8,1893.0,Mobile,MRHOF,0
5,386,39,293,799,748,7,997.0,Static,OF0,0
12,164,43,271,1397,1364,3,1593.0,Static,OF0,0
1,263,46,404,432,397,5,504.0,Mobile,MRHOF,0
8,776,36,389,1875,1709,4,2011.0,Mobile,MRHOF,0
3,719,40,243,730,663,6,761.0,Static,MRHOF,0
4,620,14,281,761,728,0,881.0,Static,OF0,0
11,239,22,252,1612,1557,3,1760.0,Mobile,MRHOF,0
6,460,20,125,1492,1479,9,1543.0,Mobile,OF0,0
13,491,3,398,706,696,6,724.0,Mobile,MRHOF,0
8,617,14,373,231,223,6,383.0,Mobile,OF0,0
9,333,24,480,1092,1031,6,1265.0,Static,MRHOF,0
16,520,10,228,1618,1618,1,1732.0,Mobile,MRHOF,0
17,227,21,359,384,371,7,469.0,Static,MRHOF,0
18,717,30,388,1453,1317,5,1590.0,Static,MRHOF,0
1,469,6,316,722,674,9,918.0,Mobile,OF0,0
2,196,11,66,129,119,5,262.0,Static,OF0,0
3,633,27,252,896,889,6,975.0,Mobile,MRHOF,0
4,283,5,445,1032,1016,5,1109.0,Mobile,MRHOF,0
2,711,30,437,1796,1792,1,1858.0,Mobile,OF0,0
6,303,47,186,972,902,6,1084.0,Static,MRHOF,0
4,369,40,247,1854,1851,0,1923.0,Mobile,OF0,0
8,324,5,373,1448,1418,6,1526.0,Static,MRHOF,0
6,432,19,332,702,665,0,707.0,Static,MRHOF,0
7,726,45,456,1972,1914,3,2117.0,Static,OF0,0
11,346,38,273,1764,1598,9,1922.0,Static,MRHOF,0
9,122,25,26,1292,1286,8,1390.0,Mobile,OF0,0
1,594,21,144,710,657,5,888.0,Mobile,MRHOF,0
2,751,30,81,156,143,5,221.0,Mobile,MRHOF,0
12,693,49,329,428,387,7,432.0,Static,OF0,0
13,382,37,351,731,667,8,820.0,Static,OF0,0
14,776,23,242,1921,1852,6,1991.0,Static,MRHOF,0
15,375,35,479,559,556,5,721.0,Static,OF0,0
7,256,41,435,677,672,8,833.0,Mobile,MRHOF,0
17,534,38,24,1303,1210,6,1429.0,Mobile,MRHOF,0
18,614,42,334,197,179,9,368.0,Mobile,MRHOF,0
10,634,40,289,738,715,7,744.0,Static,OF0,0
11,363,21,226,936,929,1,,Mobile,OF0,0
12,655,46,349,198,189,4,379.0,Mobile,OF0,0
1,451,17,138,242,235,0,331.0,Static,OF0,0
2,617,24,458,1857,1754,2,1965.0,Static,MRHOF,0
3,566,5,148,1468,1395,9,1627.0,Mobile,MRHOF,0
4,201,5,382,792,720,6,924.0,Mobile,OF0,0
5,440,26,384,919,894,8,1109.0,Static,MRHOF,0
6,181,32,209,1128,1075,1,1325.0,Mobile,MRHOF,0
7,369,10,22,731,664,3,826.0,Mobile,MRHOF,0
8,794,43,452,1314,1249,5,1417.0,Mobile,OF0,0
9,469,36,433,1563,1545,3,1712.0,Static,MRHOF,0
10,757,3,356,1980,1932,4,2038.0,Static,OF0,0
11,650,15,262,1554,1439,3,1651.0,Static,MRHOF,0
12,96,49,308,329,303,4,388.0,Mobile,OF0,0
13,750,14,221,658,611,9,817.0,Mobile,MRHOF,0
2,400,17,349,1404,1369,6,1566.0,Static,MRHOF,0
15,233,30,127,548,511,8,572.0,Mobile,OF0,0
16,70,27,9,186,186,8,,Mobile,OF0,0
5,547,5,273,372,370,0,493.0,Static,MRHOF,0
6,51,39,148,1047,1024,4,1212.0,Mobile,MRHOF,0
19,524,44,294,1194,1162,9,1203.0,Mobile,MRHOF,0
8,208,27,453,1662,1552,8,1667.0,Static,MRHOF,0
9,65,41,278,1326,1268,0,1373.0,Mobile,MRHOF,0
10,163,40,217,537,528,1,609.0,Mobile,OF0,0
2,696,38,271,1302,1258,8,1323.0,Static,OF0,0
3,441,23,372,1907,1732,1,2019.0,Mobile,OF0,0
1,376,37,473,479,452,3,591.0,Static,MRHOF,0
5,124,20,436,802,740,5,944.0,Mobile,MRHOF,0
6,759,37,56,1372,1259,4,1511.0,Static,MRHOF,0
7,523,25,445,1079,976,8,1184.0,Static,MRHOF,0
5,450,22,256,840,771,8,1021.0,Mobile,MRHOF,0
6,614,6,89,163,156,0,234.0,Static,OF0,0
10,563,8,116,508,479,7,601.0,Static,OF0,0
11,240,9,207,485,451,1,506.0,Mobile,OF0,0
12,454,12,266,1879,1698,2,2000.0,Static,MRHOF,0
10,663,13,281,497,453,7,672.0,Mobile,MRHOF,0
11,655,10,127,173,170,5,364.0,Static,MRHOF,0
15,332,42,247,1327,1242,3,1483.0,Static,OF0,0
16,478,20,300,890,829,5,923.0,Static,OF0,0
2,571,45,435,860,831,0,989.0,Static,OF0,0
18,175,45,272,598,540,3,735.0,Static,MRHOF,0
19,340,48,57,470,453,3,627.0,Static,MRHOF,0
5,468,26,360,1982,1825,3,2133.0,Mobile,OF0,0
6,155,47,401,1880,1830,6,1898.0,Mobile,MRHOF,0
7,157,38,268,1196,1107,4,1324.0,Mobile,MRHOF,0
2,421,28,484,1832,1794,0,1990.0,Mobile,MRHOF,0
3,224,47,14,1174,1068,1,1194.0,Static,MRHOF,0
10,764,16,98,1784,1680,0,1848.0,Mobile,MRHOF,0
11,347,5,440,270,266,2,342.0,Static,OF0,0
6,504,14,415,1899,1873,4,1948.0,Mobile,OF0,0
7,83,26,249,1035,950,8,1164.0,Static,MRHOF,0
8,324,33,257,1062,971,4,1139.0,Mobile,MRHOF,0
3,325,1,328,876,826,5,890.0,Mobile,OF0,0
4,715,6,422,1396,1269,8,1441.0,Static,OF0,0
11,206,41,451,417,378,7,,Mobile,MRHOF,0
12,619,14,77,341,336,6,402.0,Mobile,OF0,0
13,409,28,140,1633,1614,9,1749.0,Mobile,OF0,0
8,369,37,298,1210,1193,3,1293.0,Static,MRHOF,0
15,434,49,292,1428,1394,8,1622.0,Static,MRHOF,0
16,361,42,110,188,177,5,258.0,Static,MRHOF,0
11,400,39,201,1043,1021,9,1135.0,Mobile,MRHOF,0
12,782,24,375,1837,1714,3,1906.0,Static,MRHOF,0
1,427,39,347,1701,1689,1,1760.0,Mobile,MRHOF,0
20,694,3,321,1713,1588,0,1741.0,Static,OF0,0
21,697,46,1,1533,1471,0,1591.0,Mobile,OF0,0
1,611,21,229,1277,1261,1,1322.0,Mobile,OF0,0
5,167,48,67,350,332,5,502.0,Mobile,OF0,0
3,747,7,440,244,242,5,386.0,Static,OF0,0
4,171,17,264,1130,1021,6,1269.0,Mobile,OF0,0
5,685,42,459,1032,1013,0,1040.0,Mobile,OF0,0
6,53,29,86,582,567,7,672.0,Static,OF0,0
7,544,25,197,678,640,5,701.0,Mobile,OF0,0
11,481,3,379,1893,1856,7,1948.0,Static,OF0,0
12,259,35,202,934,875,6,1126.0,Mobile,MRHOF,0
10,527,2,249,692,652,1,711.0,Mobile,MRHOF,0
2,639,18,17,847,785,7,939.0,Mobile,MRHOF,0
12,389,47,455,561,549,6,705.0,Mobile,OF0,0
13,394,7,272,1376,1291,5,1467.0,Mobile,MRHOF,0
14,547,39,397,921,900,8,961.0,Mobile,OF0,0
15,552,11,201,1775,1634,8,1834.0,Mobile,MRHOF,0
7,224,39,490,532,496,8,589.0,Mobile,MRHOF,0
8,183,15,450,706,679,8,,Mobile,MRHOF,0
18,260,5,171,1193,1131,9,1367.0,Mobile,OF0,0
10,440,11,161,1944,1751,1,2119.0,Static,MRHOF,0
20,255,11,93,843,792,0,932.0,Static,MRHOF,0
12,216,16,492,551,542,8,623.0,Mobile,OF0,0
1,777,13,303,1232,1144,7,1365.0,Mobile,MRHOF,0
2,593,49,329,1349,1227,2,1432.0,Mobile,OF0,0
3,386,44,125,872,807,8,905.0,Mobile,MRHOF,0
4,397,18,43,1994,1947,2,2028.0,Mobile,OF0,0
5,580,23,210,992,975,6,1074.0,Static,OF0,0
6,661,8,170,351,339,5,379.0,Static,OF0,0
7,117,40,400,1369,1238,7,1512.0,Static,OF0,0
8,656,34,199,714,650,1,804.0,Mobile,MRHOF,0
9,498,7,290,377,346,9,496.0,Static,OF0,0
10,679,21,184,1878,1758,0,2026.0,Static,MRHOF,0
11,786,45,243,420,418,3,500.0,Static,MRHOF,0
12,782,42,45,1183,1088,3,1298.0,Static,OF0,0
13,102,18,50,780,714,0,862.0,Mobile,MRHOF,0
14,130,27,1,1432,1396,4,1576.0,Mobile,MRHOF,0
3,152,49,234,137,125,8,173.0,Static,OF0,0
4,538,13,162,1140,1111,1,1169.0,Mobile,OF0,0
17,309,41,398,559,533,3,721.0,Mobile,MRHOF,0
18,344,28,161,1028,979,7,1099.0,Static,OF0,0
7,77,11,154,1754,1626,6,1844.0,Mobile,OF0,0
8,217,36,374,379,358,9,446.0,Mobile,OF0,0
21,731,39,498,390,377,6,433.0,Mobile,MRHOF,0
10,631,2,326,555,511,5,735.0,Static,MRHOF,0
11,446,17,423,1067,981,6,1226.0,Static,OF0,0
3,740,36,410,1321,1280,9,1409.0,Static,MRHOF,0
4,446,25,350,1657,1637,2,1821.0,Static,OF0,0
2,791,35,249,524,517,3,534.0,Mobile,MRHOF,0
6,615,30,128,1861,1842,3,1894.0,Static,OF0,0
7,613,6,291,764,707,6,858.0,Static,MRHOF,0
5,727,34,339,1264,1154,4,1391.0,Mobile,OF0,0
6,746,31,91,548,547,0,651.0,Static,OF0,0
10,378,47,143,248,246,0,406.0,Mobile,MRHOF,0
8,462,37,186,519,499,6,596.0,Mobile,OF0,0
12,174,27,488,925,924,6,1044.0,Mobile,OF0,0
13,213,5,268,1418,1317,0,1423.0,Mobile,OF0,0
11,589,26,46,1515,1459,8,1569.0,Static,MRHOF,0
12,277,42,463,1045,1042,7,1208.0,Static,OF0,0
16,207,44,201,220,210,1,274.0,Mobile,OF0,0
17,208,48,354,197,191,5,293.0,Mobile,MRHOF,0
18,58,1,388,1962,1909,7,2113.0,Mobile,MRHOF,0
19,317,22,154,550,533,4,691.0,Static,OF0,0
20,423,38,495,887,810,3,1070.0,Static,MRHOF,0
6,346,20,326,1954,1860,8,2030.0,Mobile,MRHOF,0
1,779,19,56,1019,1001,9,1035.0,Static,OF0,0
2,199,10,212,316,311,2,401.0,Static,OF0,0
9,743,19,144,149,142,3,235.0,Mobile,OF0,0
4,62,24,249,947,920,8,1009.0,Static,OF0,0
11,99,26,390,1502,1424,4,1518.0,Static,MRHOF,0
6,133,23,196,876,790,1,950.0,Static,MRHOF,0
7,584,21,393,1929,1802,3,2013.0,Mobile,MRHOF,0
8,161,46,397,151,148,7,211.0,Static,MRHOF,0
3,704,47,395,1496,1489,5,1596.0,Mobile,OF0,0
4,129,42,30,477,468,9,488.0,Mobile,MRHOF,0
5,572,47,22,436,394,0,558.0,Static,MRHOF,0
12,655,42,235,1789,1772,4,1916.0,Mobile,MRHOF,0
7,319,10,27,369,351,9,442.0,Mobile,MRHOF,0
14,547,34,499,310,287,7,379.0,Mobile,OF0,0
15,120,33,261,883,812,6,1028.0,Static,MRHOF,0
10,102,46,47,562,552,1,648.0,Static,OF0,0
11,573,3,159,135,131,5,328.0,Mobile,OF0,0
18,364,24,382,1954,1914,9,2060.0,Static,OF0,0
1,690,22,0,898,877,1,1084.0,Mobile,OF0,0
20,381,27,342,228,218,1,322.0,Mobile,OF0,0
21,324,28,453,1546,1528,3,1609.0,Static,OF0,0
1,90,34,260,1368,1346,4,1493.0,Mobile,MRHOF,0
2,176,30,113,936,924,3,944.0,Mobile,MRHOF,0
6,218,26,124,399,390,8,504.0,Static,OF0,0
4,351,13,229,163,150,7,249.0,Mobile,OF0,0
5,684,20,448,163,152,6,358.0,Mobile,MRHOF,0
9,135,45,37,281,278,4,347.0,Mobile,MRHOF,0
7,460,23,144,1245,1122,6,,Static,MRHOF,0
8,367,1,198,1248,1182,9,1291.0,Static,MRHOF,0
9,618,48,144,1679,1548,0,1775.0,Mobile,OF0,0
1,292,30,145,439,406,8,530.0,Static,MRHOF,0
2,321,31,476,176,163,6,177.0,Mobile,MRHOF,0
12,745,49,279,1928,1900,3,1969.0,Mobile,OF0,0
13,718,2,58,1727,1724,2,,Static,MRHOF,0
14,551,25,90,1559,1508,6,1747.0,Static,OF0,0
6,371,46,489,1256,1213,9,1316.0,Static,MRHOF,0
16,272,44,407,1507,1445,0,1673.0,Mobile,OF0,0
17,128,23,491,464,443,3,537.0,Static,MRHOF,0
9,310,4,434,1650,1625,6,1774.0,Static,OF0,0
10,111,48,366,646,601,0,716.0,Mobile,MRHOF,0
20,93,27,125,981,912,0,1180.0,Mobile,MRHOF,0
12,412,23,268,461,423,5,517.0,Static,OF0,0
1,283,45,318,1771,1618,5,1862.0,Mobile,OF0,0
2,407,2,6,1506,1402,8,1556.0,Static,MRHOF,0
3,636,10,188,1306,1208,3,1475.0,Mobile,OF0,0
4,160,14,185,352,324,1,534.0,Mobile,MRHOF,0
5,539,26,339,1636,1540,6,1710.0,Mobile,MRHOF,0
6,360,1,288,681,626,6,734.0,Mobile,MRHOF,0
7,296,6,487,1879,1727,0,2034.0,Mobile,OF0,0
8,401,26,416,1309,1227,6,1477.0,Static,MRHOF,0
9,515,21,446,1297,1243,6,1466.0,Mobile,MRHOF,0
10,183,26,69,284,263,9,428.0,Mobile,OF0,0
11,231,7,43,951,885,8,986.0,Static,OF0,0
12,420,19,316,193,183,7,353.0,Static,OF0,0
13,671,23,241,1556,1409,1,1570.0,Static,OF0,0
14,370,8,51,1123,1110,9,1133.0,Static,OF0,0
3,77,16,297,1994,1979,3,2133.0,Mobile,OF0,0
4,393,3,256,152,141,2,317.0,Mobile,OF0,0
5,478,47,495,1520,1455,8,1695.0,Static,MRHOF,0
6,786,18,397,1817,1649,8,1860.0,Static,OF0,0
7,140,9,140,1537,1485,2,1578.0,Static,OF0,0
8,512,28,2,1676,1552,0,1868.0,Static,OF0,0
21,543,16,96,1851,1793,9,1913.0,Static,OF0,0
10,660,14,404,595,541,9,632.0,Static,OF0,0
2,605,32,192,1629,1573,7,,Mobile,MRHOF,0
12,287,26,392,1942,1849,7,1946.0,Mobile,MRHOF,0
4,146,26,103,714,659,8,900.0,Mobile,OF0,0
5,702,20,206,1865,1704,3,2045.0,Mobile,MRHOF,0
6,590,47,91,753,686,5,823.0,Static,MRHOF,0
7,644,26,371,848,776,1,909.0,Static,MRHOF,0
8,229,25,61,372,363,8,481.0,Mobile,OF0,0
9,349,49,338,1375,1251,0,1453.0,Mobile,MRHOF,0
10,263,20,357,841,778,3,1033.0,Mobile,MRHOF,0
11,725,6,420,161,156,4,233.0,Mobile,MRHOF,0
12,739,17,315,1200,1082,0,,Mobile,MRHOF,0
13,113,49,235,178,164,6,348.0,Static,MRHOF,0
11,700,24,132,138,135,0,156.0,Mobile,OF0,0
12,300,20,477,1784,1610,2,1955.0,Static,MRHOF,0
1,541,39,456,1269,1160,3,1436.0,Mobile,MRHOF,0
2,399,38,242,1330,1329,8,1364.0,Mobile,OF0,0
3,269,45,124,1308,1272,6,1417.0,Mobile,MRHOF,0
19,494,21,393,1411,1278,1,1449.0,Mobile,MRHOF,0
5,408,21,360,1089,1065,4,1099.0,Mobile,OF0,0
6,58,28,310,785,716,9,935.0,Mobile,OF0,0
7,236,43,98,874,848,9,970.0,Static,OF0,0
2,706,5,446,980,972,7,986.0,Mobile,OF0,0
3,566,17,366,1181,1119,7,1293.0,Static,MRHOF,0
4,650,36,361,1702,1581,4,1713.0,Mobile,OF0,0
5,170,38,297,1609,1588,0,1656.0,Static,OF0,0
6,738,12,400,1816,1667,1,1825.0,Mobile,OF0,0
7,431,5,409,1863,1784,4,2016.0,Mobile,OF0,0
2,784,7,265,1290,1213,9,1351.0,Mobile,OF0,0
9,444,14,30,103,98,5,195.0,Mobile,MRHOF,0
4,256,26,251,672,667,3,677.0,Static,OF0,0
11,345,44,168,106,101,7,211.0,Mobile,MRHOF,0
6,650,21,152,172,165,4,237.0,Mobile,OF0,0
13,256,27,257,1919,1781,4,2088.0,Static,OF0,0
14,382,21,405,1925,1788,0,1989.0,Static,OF0,0
9,190,4,499,1402,1333,1,1442.0,Static,MRHOF,0
10,357,17,306,1946,1763,6,2058.0,Mobile,OF0,0
17,108,13,317,193,179,2,213.0,Mobile,MRHOF,0
12,382,17,364,707,663,4,716.0,Mobile,MRHOF,0
1,580,12,372,803,749,2,811.0,Mobile,MRHOF,0
20,738,35,98,1153,1119,6,1302.0,Static,OF0,0
3,301,34,414,209,209,3,350.0,Mobile,OF0,0
4,660,4,17,507,481,0,631.0,Mobile,OF0,0
5,69,35,246,1513,1423,8,1692.0,Static,OF0,0
6,368,31,233,1770,1734,8,1861.0,Static,OF0,0
7,493,49,80,283,282,8,440.0,Mobile,OF0,0
8,480,19,484,1104,1037,5,1243.0,Static,OF0,0
9,162,5,196,1148,1061,4,1178.0,Static,MRHOF,0
7,524,47,67,1338,1217,5,1383.0,Mobile,MRHOF,0
8,504,46,300,1909,1878,8,1910.0,Static,MRHOF,0
9,540,26,293,356,352,5,497.0,Mobile,MRHOF,0
1,750,40,135,1651,1538,7,1673.0,Static,OF0,0
2,799,18,364,1679,1537,4,1693.0,Static,OF0,0
3,498,22,70,720,689,1,879.0,Static,MRHOF,0
13,442,48,426,934,854,1,965.0,Static,OF0,0
14,490,49,105,823,755,7,891.0,Static,OF0,0
6,552,7,420,781,750,0,936.0,Static,OF0,0
16,85,2,414,358,346,8,518.0,Mobile,OF0,0
8,242,44,356,451,419,1,560.0,Mobile,MRHOF,0
18,791,37,385,1868,1808,9,1907.0,Static,OF0,0
10,259,27,339,277,276,7,408.0,Static,OF0,0
20,282,12,397,353,319,5,399.0,Mobile,MRHOF,0
12,108,9,118,1821,1774,6,2011.0,Mobile,OF0,0
1,265,48,327,575,534,0,609.0,Mobile,MRHOF,0
2,202,46,47,267,250,6,361.0,Mobile,OF0,0
3,193,22,163,1654,1525,3,1751.0,Mobile,MRHOF,0
4,278,14,80,1795,1744,4,1988.0,Static,OF0,0
5,752,33,105,740,677,4,865.0,Mobile,OF0,0
6,557,4,54,220,218,6,383.0,Mobile,OF0,0
7,775,25,246,1870,1719,4,1985.0,Mobile,MRHOF,0
8,662,23,261,1014,939,9,1170.0,Mobile,OF0,0
9,207,7,148,1188,1076,5,1191.0,Mobile,OF0,0
10,94,8,94,642,615,7,705.0,Mobile,OF0,0
11,596,34,35,540,535,3,588.0,Static,MRHOF,0
12,443,49,220,1914,1847,2,2003.0,Mobile,OF0,0
1,769,20,50,1082,1060,8,1123.0,Static,OF0,0
14,682,40,333,427,417,9,545.0,Static,OF0,0
3,680,26,56,1059,996,3,1130.0,Static,MRHOF,0
4,108,19,258,300,294,1,372.0,Mobile,OF0,0
17,659,29,431,1062,1009,2,1136.0,Mobile,OF0,0
6,165,8,106,718,668,9,745.0,Mobile,OF0,0
19,112,37,174,808,753,5,954.0,Mobile,OF0,0
20,607,5,300,450,407,9,609.0,Mobile,MRHOF,0
9,318,36,85,995,923,9,1141.0,Mobile,MRHOF,0
10,255,41,303,165,152,3,167.0,Mobile,MRHOF,0
11,654,28,22,1921,1860,6,1971.0,Static,OF0,0
3,396,40,173,610,562,3,720.0,Mobile,MRHOF,0
1,733,11,59,1867,1865,5,1875.0,Static,OF0,0
2,688,35,459,1171,1065,7,1197.0,Static,MRHOF,0
3,78,26,213,242,224,8,322.0,Mobile,OF0,0
4,395,17,95,507,472,4,630.0,Static,OF0,0
8,261,3,163,1220,1139,3,1229.0,Static,OF0,0
9,420,9,111,1342,1223,8,1420.0,Static,MRHOF,0
7,424,39,143,1663,1658,5,1784.0,Mobile,OF0,0
8,524,28,79,274,266,3,288.0,Static,OF0,0
12,636,30,66,613,564,7,809.0,Mobile,OF0,0
10,280,44,92,1610,1567,6,1738.0,Mobile,OF0,0
14,611,39,437,1918,1795,5,2064.0,Static,MRHOF,0
12,216,48,48,1822,1675,8,,Mobile,OF0,0
1,366,11,487,564,529,9,663.0,Static,OF0,0
2,218,28,345,361,328,8,453.0,Static,MRHOF,0
3,466,7,258,1015,1011,2,1052.0,Mobile,MRHOF,0
4,307,36,148,1073,1060,9,1211.0,Mobile,MRHOF,0
5,405,20,179,1395,1260,3,1543.0,Mobile,OF0,0
6,518,38,214,1654,1581,2,1794.0,Mobile,OF0,0
1,350,24,297,662,605,0,847.0,Static,OF0,0
8,149,25,172,852,848,0,1042.0,Mobile,MRHOF,0
9,175,29,172,471,442,2,564.0,Mobile,MRHOF,0
10,467,28,73,1575,1520,9,1696.0,Static,OF0,0
11,770,28,272,1484,1347,9,1617.0,Mobile,MRHOF,0
6,565,20,247,1827,1772,8,1977.0,Static,MRHOF,0
1,470,1,197,656,610,3,685.0,Static,OF0,0
2,333,45,490,1511,1473,2,1662.0,Mobile,OF0,0
3,570,22,382,1113,1112,4,1252.0,Static,OF0,0
4,748,28,422,1186,1087,8,1226.0,Static,MRHOF,0
5,778,30,60,1226,1170,2,1300.0,Static,MRHOF,0
6,723,17,242,1562,1452,2,1635.0,Mobile,MRHOF,0
7,592,2,471,1229,1119,4,,Static,MRHOF,0
14,550,48,400,706,641,4,799.0,Static,MRHOF,0
9,442,49,391,1836,1675,0,1929.0,Mobile,OF0,0
10,248,12,442,1972,1787,7,2136.0,Static,OF0,0
11,74,27,50,986,945,6,1155.0,Static,OF0,0
18,657,17,483,249,239,5,270.0,Static,OF0,0
1,434,10,224,435,397,3,504.0,Static,OF0,0
20,456,16,384,1880,1726,3,2009.0,Mobile,OF0,0
21,353,41,166,653,609,1,847.0,Static,MRHOF,0
1,88,44,133,351,325,3,493.0,Mobile,MRHOF,0
5,736,20,275,1973,1782,1,2073.0,Mobile,OF0,0
6,125,5,191,734,708,6,753.0,Mobile,MRHOF,0
7,55,9,163,467,445,9,659.0,Static,OF0,0
5,327,20,302,713,648,8,803.0,Mobile,OF0,0
6,773,30,58,639,593,4,789.0,Mobile,MRHOF,0
10,269,29,491,1877,1700,2,1913.0,Static,OF0,0
8,625,18,28,586,537,1,645.0,Mobile,MRHOF,0
12,619,49,35,756,704,7,836.0,Mobile,MRHOF,0
10,253,19,398,1496,1364,1,1610.0,Static,MRHOF,0
2,126,49,315,707,652,5,825.0,Static,MRHOF,0
3,474,15,126,1226,1157,4,1405.0,Mobile,OF0,0
4,121,31,75,1549,1544,9,1628.0,Static,OF0,0
5,261,7,262,1505,1448,8,1674.0,Mobile,OF0,0
6,64,8,230,1309,1257,8,1482.0,Mobile,OF0,0
16,319,11,223,982,891,5,1144.0,Static,MRHOF,0
17,767,31,381,730,704,3,839.0,Mobile,MRHOF,0
18,476,45,119,181,168,3,298.0,Static,OF0,0
19,629,44,133,1466,1347,8,1651.0,Static,MRHOF,0
20,60,47,260,742,728,1,743.0,Mobile,OF0,0
21,688,41,196,1409,1366,9,1438.0,Mobile,OF0,0
1,194,31,325,791,766,3,923.0,Static,MRHOF,0
2,701,46,233,547,540,6,,Static,MRHOF,0
3,593,36,458,1160,1151,5,1348.0,Mobile,OF0,0
4,506,35,136,1310,1275,5,1467.0,Static,MRHOF,0
5,133,6,378,1486,1399,5,1683.0,Static,MRHOF,0
6,298,22,209,1011,912,3,1151.0,Mobile,OF0,0
7,773,27,16,1139,1139,4,1263.0,Mobile,OF0,0
8,95,2,142,1408,1310,2,1472.0,Mobile,OF0,0
9,52,40,453,1218,1214,9,,Mobile,OF0,0
10,598,21,489,604,576,9,,Mobile,MRHOF,0
11,645,27,453,1668,1548,1,1701.0,Mobile,OF0,0
12,356,21,454,669,606,5,845.0,Mobile,OF0,0
13,617,19,326,421,399,3,612.0,Mobile,OF0,0
14,701,13,253,180,163,4,317.0,Static,MRHOF,0
3,177,49,261,1903,1875,9,1970.0,Static,OF0,0
4,267,32,325,855,786,4,1041.0,Static,MRHOF,0
5,400,43,132,1813,1804,7,1834.0,Mobile,MRHOF,0
18,476,4,106,907,892,6,1011.0,Mobile,OF0,0
19,652,2,438,1655,1572,2,1839.0,Mobile,OF0,0
8,678,28,452,1023,935,3,1163.0,Mobile,MRHOF,0
9,590,38,64,1179,1150,1,1274.0,Mobile,MRHOF,0
1,541,21,183,1405,1391,0,1567.0,Static,MRHOF,0
2,567,28,62,640,593,9,788.0,Static,MRHOF,0
12,490,18,137,889,846,3,971.0,Static,MRHOF,0
1,723,35,217,416,387,6,611.0,Mobile,MRHOF,0
2,342,1,398,880,852,6,924.0,Mobile,MRHOF,0
6,481,12,183,1340,1250,5,1482.0,Static,OF0,0
4,143,44,42,231,219,1,269.0,Static,MRHOF,0
5,235,16,431,1258,1140,4,1372.0,Mobile,OF0,0
9,270,18,405,1799,1695,4,1910.0,Static,OF0,0
7,378,8,221,1967,1794,7,2072.0,Static,OF0,0
8,647,33,463,1037,980,9,1099.0,Static,OF0,0
9,715,45,260,134,122,1,320.0,Static,MRHOF,0
13,504,1,258,1015,1014,9,1057.0,Static,OF0,0
14,732,31,298,1604,1581,1,1687.0,Mobile,OF0,0
15,203,25,433,441,403,5,515.0,Mobile,MRHOF,0
16,195,31,363,1757,1602,9,1816.0,Mobile,MRHOF,0
2,180,7,446,1500,1481,6,1570.0,Mobile,OF0,0
3,220,17,487,951,899,3,1111.0,Mobile,MRHOF,0
19,241,40,224,1515,1405,6,1573.0,Static,OF0,0
5,234,41,223,456,413,5,,Static,MRHOF,0
6,173,28,109,152,139,6,227.0,Static,MRHOF,0
7,712,34,169,777,762,9,951.0,Mobile,OF0,0
8,586,34,53,1346,1287,9,1534.0,Mobile,MRHOF,0
3,96,26,315,135,131,7,322.0,Mobile,MRHOF,0
10,235,37,234,1245,1206,0,1377.0,Mobile,OF0,0
11,491,39,395,1285,1177,5,1428.0,Mobile,MRHOF,0
12,384,48,233,813,747,5,970.0,Static,MRHOF,0
7,798,34,59,1142,1045,3,1209.0,Mobile,OF0,0
2,505,29,133,1089,1024,6,1210.0,Mobile,OF0,0
3,540,21,271,1767,1661,7,1900.0,Static,MRHOF,0
10,652,36,251,162,155,5,351.0,Static,MRHOF,0
11,407,9,498,296,276,9,389.0,Mobile,MRHOF,0
6,624,4,283,427,393,1,595.0,Mobile,OF0,0
13,434,27,322,1290,1263,4,1381.0,Mobile,MRHOF,0
14,122,26,87,151,139,5,337.0,Mobile,MRHOF,0
9,379,3,240,1408,1338,9,1415.0,Static,OF0,0
16,513,15,321,457,437,6,,Static,MRHOF,0
11,565,34,192,1901,1808,2,2038.0,Static,MRHOF,0
12,468,4,323,468,437,5,606.0,Static,MRHOF,0
1,239,35,109,1539,1494,6,1644.0,Mobile,MRHOF,0
20,535,11,369,1565,1446,4,1607.0,Mobile,OF0,0
3,665,29,296,546,515,7,577.0,Static,OF0,0
4,476,37,109,858,792,3,880.0,Mobile,MRHOF,0
2,318,21,478,413,393,0,568.0,Static,MRHOF,0
3,107,40,85,100,100,9,287.0,Mobile,MRHOF,0
7,235,37,9,1894,1733,1,2051.0,Mobile,OF0,0
8,619,41,407,1900,1860,7,1924.0,Mobile,OF0,0
9,654,25,442,1286,1249,6,1445.0,Mobile,OF0,0
7,404,8,296,1658,1636,9,1738.0,Static,MRHOF,0
8,142,49,45,1150,1120,1,1225.0,Static,MRHOF,0
